Site_Code,Jaw_Site_ID,Test_Diameter,Total_Jaw_Length,Urchin_ID,Days_free,Jaw_Growth_Increment
3E,318,75,13.2,3221,374,0.407
3E,329,81,13.2,3232,374,0.104
3E,375,82,13.2,3278,374,0.14
3E,228,73,13.3,3131,374,0.675
3E,70,86,13.4,2973,374,0.093
3E,136,77,13.4,3039,374,0.474
3E,218,77,13.4,3121,374,0.688
3E,247,80,13.4,3150,374,0.518
3E,181,77,13.6,3084,374,0.416
3E,291,81,13.6,3194,374,0.163
3E,423,84,13.6,3326,374,0.269
3E,56,93,13.7,2959,374,0.332
3E,351,79,13.8,3254,374,0.38
3E,92,81,13.9,2995,374,0.535
3E,139,85,13.9,3042,374,0.139
3E,350,83,13.9,3253,374,0.441
3E,20,90,14,2923,374,0.111
3E,93,80,14,2996,374,0.338
3E,279,83,14,3182,374,0.186
3E,286,78,14,3189,374,0.09
3E,77,85,14.1,2980,374,0.884
3E,137,84,14.1,3040,374,0.247
3E,203,91,14.1,3106,374,0.165
3E,340,84,14.1,3243,374,0.147
3E,348,84,14.1,3251,374,0.348
3E,310,91,14.2,3213,374,0.595
3E,64,87,14.3,2967,374,0.33
3E,243,87,14.3,3146,374,0.717
3E,103,97,14.4,3006,374,0.184
3E,206,89,14.5,3109,374,0.346
3E,253,85,14.5,3156,374,0.33
3E,367,83,14.5,3270,374,0.077
3E,287,86,14.6,3190,374,0.135
3E,68,83,14.7,2971,374,0.113
3E,89,87,14.7,2992,374,0.27
3E,197,89,14.7,3100,374,0.129
3E,292,83,14.7,3195,374,0.184
3E,52,90,14.8,2955,374,0.136
3E,222,95,14.8,3125,374,0.047
3E,245,93,14.8,3148,374,0.254
3E,424,80,14.8,3327,374,0.712
3E,164,90,14.9,3067,374,0.788
3E,299,81,14.9,3202,374,0.084
3E,87,92,15,2990,374,0.095
3E,91,80,15,2994,374,0.252
3E,295,97,15,3198,374,0.076
3E,32,91,15.1,2935,374,0.225
3E,110,91,15.1,3013,374,0.28
3E,199,96,15.1,3102,374,0.081
3E,214,98,15.1,3117,374,0.047
3E,223,92,15.1,3126,374,0.261
3E,217,96,15.2,3120,374,0.164
3E,333,94,15.2,3236,374,0.108
3E,90,90,15.3,2993,374,0.09
3E,229,86,15.3,3132,374,0.259
3E,314,91,15.3,3217,374,0.101
3E,446,87,15.3,3349,374,0.227
3E,82,106,15.4,2985,374,0.1
3E,204,91,15.4,3107,374,0.198
3E,341,86,15.4,3244,374,0.204
3E,352,94,15.4,3255,374,0.173
3E,220,89,15.5,3123,374,0.106
3E,411,94,15.5,3314,374,0.09
3E,416,80,15.5,3319,374,0.139
3E,170,89,15.6,3073,374,0.09
3E,284,88,15.6,3187,374,0.093
3E,72,96,15.7,2975,374,0.134
3E,168,102,15.7,3071,374,0.154
3E,115,94,15.8,3018,374,0.254
3E,360,91,15.8,3263,374,0.131
3E,373,95,15.8,3276,374,0.108
3E,167,90,15.9,3070,374,0.079
3E,239,92,15.9,3142,374,0.041
3E,324,89,15.9,3227,374,0.3
3E,187,102,16,3090,374,0.151
3E,189,93,16,3092,374,0.247
3E,231,93,16,3134,374,0.172
3E,252,96,16,3155,374,0.13
3E,84,94,16.1,2987,374,0.136
3E,202,91,16.1,3105,374,0.078
3E,306,97,16.1,3209,374,0.149
3E,50,103,16.2,2953,374,0.186
3E,141,101,16.2,3044,374,0.135
3E,225,96,16.3,3128,374,0.111
3E,232,91,16.3,3135,374,0.148
3E,285,87,16.3,3188,374,0.435
3E,343,100,16.3,3246,374,0.092
3E,104,104,16.4,3007,374,0.163
3E,233,92,16.4,3136,374,0.101
3E,304,101,16.4,3207,374,0.089
3E,78,95,16.6,2981,374,0.151
3E,177,104,16.6,3080,374,0.149
3E,149,96,16.7,3052,374,0.12
3E,251,102,16.7,3154,374,0.043
3E,75,107,16.8,2978,374,0.107
3E,88,97,16.8,2991,374,0.058
3E,138,105,16.8,3041,374,0.051
3E,148,105,16.8,3051,374,0.15
3E,201,101,16.8,3104,374,0.098
3E,289,95,16.8,3192,374,0.055
3E,357,93,16.8,3260,374,0.059
3E,305,97,16.9,3208,374,0.054
3E,194,104,17,3097,374,0.22
3E,61,91,17.1,2964,374,0.092
3E,147,101,17.1,3050,374,0.115
3E,210,100,17.1,3113,374,0.055
3E,133,99,17.2,3036,374,0.11
3E,275,98,17.2,3178,374,0.247
3E,180,101,17.3,3083,374,0.083
3E,244,97,17.4,3147,374,0.241
3E,150,94,17.5,3053,374,0.068
3E,209,108,17.5,3112,374,0.055
3E,303,100,17.5,3206,374,0.092
3E,320,92,17.5,3223,374,0.177
3E,158,100,17.6,3061,374,0.135
3E,62,115,17.7,2965,374,0.067
3E,328,95,17.8,3231,374,0.106
3E,117,92,17.9,3020,374,0.228
3E,173,103,17.9,3076,374,0.135
3E,190,103,17.9,3093,374,0.222
3E,308,93,17.9,3211,374,0.121
3E,354,107,17.9,3257,374,0.079
3E,26,102,18,2929,374,0.086
3E,317,110,18.1,3220,374,0.086
3E,316,100,18.2,3219,374,0.202
3E,18,106,19,2921,374,0.06
6W,114,81,13.5,1938,375,0.04
6W,61,56,9.5,1885,375,1.858
6W,9,63,10.6,1833,375,0.48
6W,120,67,10.7,1944,375,0.92
6W,7,59,10.8,1831,375,0.971
6W,84,58,10.9,1908,375,0.178
6W,183,61,11.3,2007,375,1.15
6W,87,65,11.4,1911,375,0.192
6W,93,66,11.4,1917,375,0.959
6W,205,62,11.4,2029,375,0.457
6W,81,70,11.84,1905,375,0.15
6W,106,68,11.9,1930,375,1.086
6W,208,68,11.9,2032,375,1.303
6W,138,64,12,1962,375,0.99
6W,73,67,12.1,1897,375,0.768
6W,115,70,12.1,1939,375,0.52
6W,40,66,12.2,1864,375,0.362
6W,247,75,12.2,2071,375,0.294
6W,76,71,12.3,1900,375,0.585
6W,195,65,12.3,2019,375,0.266
6W,123,68,12.4,1947,375,1.05
6W,26,74,12.5,1850,375,0.409
6W,66,81,12.5,1890,375,0.08
6W,32,76,12.6,1856,375,0.526
6W,15,73,12.7,1839,375,0.204
6W,19,62,12.7,1843,375,0.072
6W,194,70,12.7,2018,375,0.708
6W,90,65,12.8,1914,375,0.295
6W,126,70,12.8,1950,375,0.145
6W,54,74,12.9,1878,375,0.351
6W,224,72,13,2048,375,0.072
6W,39,75,13.1,1863,375,0.254
6W,49,68,13.1,1873,375,0.127
6W,134,76,13.1,1958,375,0.325
6W,35,74,13.2,1859,375,0.169
6W,62,77,13.3,1886,375,0.263
6W,148,76,13.3,1972,375,0.228
6W,20,64,13.4,1844,375,0.058
6W,29,71,13.4,1853,375,0.83
6W,157,71,13.4,1981,375,0.385
6W,51,75,13.5,1875,375,0.264
6W,104,82,13.5,1928,375,0.387
6W,143,74,13.5,1967,375,0.105
6W,239,77,13.6,2063,375,0.368
6W,28,81,13.7,1852,375,0.311
6W,41,79,13.7,1865,375,0.218
6W,77,74,13.7,1901,375,0.262
6W,131,78,13.7,1955,375,0.11
6W,99,83,13.8,1923,375,0.039
6W,111,74,14,1935,375,0.051
6W,215,79,14,2039,375,0.207
6W,232,76,14,2056,375,0.922
6W,64,81,14.1,1888,375,0.113
6W,110,77,14.1,1934,375,0.191
6W,149,74,14.1,1973,375,0.33
6W,27,79,14.2,1851,375,0.139
6W,46,80,14.2,1870,375,0.105
6W,98,77,14.2,1922,375,0.087
6W,132,84,14.2,1956,375,0.39
6W,80,84,14.3,1904,375,0.058
6W,18,77,14.4,1842,375,0.099
6W,78,67,14.5,1902,375,0.349
6W,101,79,14.6,1925,375,0.039
6W,182,85,14.6,2006,375,0.052
6W,16,91,14.7,1840,375,0.047
6W,240,90,14.8,2064,375,0.069
6W,139,82,14.9,1963,375,0.294
6W,181,85,15,2005,375,0.038
6W,122,86,15.1,1946,375,0.153
6W,229,84,15.1,2053,375,0.204
6W,56,84,15.2,1880,375,0.05
6W,58,79,15.2,1882,375,0.106
6W,75,86,15.4,1899,375,0.164
6W,130,86,15.4,1954,375,0.074
6W,94,85,15.6,1918,375,0.061
6W,269,88,15.6,2093,375,0.099
6W,166,83,15.7,1990,375,0.097
6W,109,81,16.1,1933,375,0.107
6E,136,58,10.2,2233,379,1.517
6E,181,57,10.3,2278,379,1.849
6E,4,62,11.4,2101,379,0.645
6E,148,72,11.6,2245,379,0.768
6E,153,73,11.6,2250,379,0.458
6E,197,73,11.7,2294,379,0.675
6E,198,67,11.7,2295,379,0.855
6E,46,68,11.8,2143,379,0.538
6E,38,78,11.9,2135,379,0.269
6E,174,71,11.9,2271,379,0.763
6E,47,68,12,2144,379,0.739
6E,128,71,12,2225,379,0.701
6E,186,67,12,2283,379,0.77
6E,56,74,12.3,2153,379,0.321
6E,179,71,12.3,2276,379,0.391
6E,187,69,12.3,2284,379,0.664
6E,106,70,12.4,2203,379,0.362
6E,123,81,12.4,2220,379,0.908
6E,127,61,12.4,2224,379,0.456
6E,160,75,12.4,2257,379,0.451
6E,176,75,12.5,2273,379,0.236
6E,120,76,12.6,2217,379,0.144
6E,129,79,12.6,2226,379,0.694
6E,199,73,12.6,2296,379,0.213
6E,150,79,12.7,2247,379,0.619
6E,37,72,12.8,2134,379,0.597
6E,74,73,12.8,2171,379,0.428
6E,45,72,12.9,2142,379,0.617
6E,33,77,13,2130,379,0.362
6E,83,77,13,2180,379,0.048
6E,144,80,13,2241,379,0.171
6E,190,75,13,2287,379,0.194
6E,9,75,13.1,2106,379,0.267
6E,63,78,13.1,2160,379,0.324
6E,185,78,13.1,2282,379,0.776
6E,76,74,13.2,2173,379,0.181
6E,75,79,13.3,2172,379,0.188
6E,142,77,13.3,2239,379,0.517
6E,13,78,13.4,2110,379,0.158
6E,65,78,13.4,2162,379,0.291
6E,29,73,13.5,2126,379,0.37
6E,21,80,13.6,2118,379,0.183
6E,52,83,13.6,2149,379,0.053
6E,192,80,13.6,2289,379,0.142
6E,195,80,13.6,2292,379,0.102
6E,42,85,13.7,2139,379,0.118
6E,99,75,13.7,2196,379,0.27
6E,112,84,13.7,2209,379,0.12
6E,115,79,13.7,2212,379,0.131
6E,133,77,13.7,2230,379,0.149
6E,113,84,13.9,2210,379,0.115
6E,18,75,14,2115,379,0.319
6E,23,84,14,2120,379,0.156
6E,48,82,14,2145,379,0.172
6E,131,81,14,2228,379,0.109
6E,175,82,14,2272,379,0.152
6E,35,77,14.2,2132,379,0.131
6E,85,91,14.2,2182,379,0.153
6E,177,86,14.2,2274,379,0.053
6E,201,84,14.2,2298,379,0.256
6E,204,93,14.2,2301,379,0.04
6E,44,86,14.3,2141,379,0.095
6E,108,85,14.3,2205,379,0.041
6E,82,83,14.4,2179,379,0.18
6E,111,92,14.5,2208,379,0.068
6E,51,90,14.6,2148,379,0.15
6E,191,87,14.6,2288,379,0.069
6E,39,82,14.7,2136,379,0.172
6E,125,87,14.7,2222,379,0.105
6E,126,88,14.7,2223,379,0.114
6E,157,82,14.7,2254,379,0.037
6E,158,87,14.7,2255,379,0.125
6E,114,87,14.8,2211,379,0.152
6E,135,83,14.8,2232,379,0.149
6E,171,88,14.8,2268,379,0.234
6E,172,89,14.8,2269,379,0.037
6E,146,88,14.9,2243,379,0.068
6E,34,84,15,2131,379,0.128
6E,119,87,15,2216,379,0.092
6E,166,87,15.1,2263,379,0.075
6E,117,88,15.2,2214,379,0.137
6E,140,85,15.8,2237,379,0.093
6E,122,96,15.9,2219,379,0.059
6E,188,94,15.9,2285,379,0.08
6E,137,98,16,2234,379,0.142
6E,155,88,16,2252,379,0.084
6E,161,94,16.1,2258,379,0.052
6E,165,91,16.4,2262,379,0.168
6E,15,89,16.9,2112,379,0.057
1E,56,45,8.3,774,385,0.484
3W,32,46,9,2336,385,1.017
1E,34,56,9.5,752,385,0.977
3W,40,52,10.1,2344,385,1.28
1E,366,64,10.2,1084,385,1.348
1E,55,61,10.3,773,385,0.627
1E,538,63,10.5,1256,385,2.217
3W,9,53,10.6,2313,385,0.505
1E,549,65,10.6,1267,385,1.402
1E,71,62,10.8,789,385,1.452
1E,542,62,10.8,1260,385,0.981
1E,547,63,10.9,1265,385,1.09
1E,101,60,11,819,385,1.406
1E,161,60,11.1,879,385,0.911
1E,395,68,11.2,1113,385,0.893
1E,633,71,11.2,1351,385,0.587
1E,272,63,11.3,990,385,1.414
1E,458,63,11.4,1176,385,0.358
1E,223,72,11.5,941,385,1.15
1E,617,77,11.5,1335,385,2.05
3W,129,63,11.6,2433,385,0.379
3W,218,66,11.6,2522,385,0.73
1E,386,64,11.6,1104,385,0.526
1E,541,58,11.6,1259,385,1.397
1E,188,75,11.7,906,385,1.571
1E,112,68,11.8,830,385,0.792
1E,143,66,11.8,861,385,0.628
1E,175,67,11.8,893,385,0.557
1E,231,72,11.8,949,385,0.432
1E,546,66,11.8,1264,385,0.758
1E,644,74,11.9,1362,385,1.702
1E,68,63,12,786,385,0.592
1E,173,72,12,891,385,1.241
1E,423,70,12,1141,385,0.615
1E,314,64,12.1,1032,385,1.196
1E,394,76,12.1,1112,385,0.955
3W,20,67,12.2,2324,385,0.781
1E,301,69,12.2,1019,385,0.57
1E,392,69,12.2,1110,385,0.675
1E,550,75,12.2,1268,385,1.03
1E,593,68,12.2,1311,385,0.422
1E,631,74,12.2,1349,385,0.6
3W,46,63,12.3,2350,385,0.431
3W,130,67,12.3,2434,385,0.686
1E,141,72,12.3,859,385,0.637
1E,363,74,12.4,1081,385,0.373
1E,403,81,12.4,1121,385,0.616
1E,455,65,12.4,1173,385,0.623
1E,548,73,12.4,1266,385,1.078
1E,168,77,12.5,886,385,1.076
1E,170,79,12.5,888,385,1.321
1E,480,75,12.5,1198,385,0.946
1E,543,67,12.5,1261,385,0.582
1E,621,70,12.5,1339,385,0.565
1E,279,72,12.6,997,385,0.511
1E,287,70,12.6,1005,385,0.67
1E,391,69,12.6,1109,385,0.435
1E,545,68,12.6,1263,385,1.034
1E,600,76,12.6,1318,385,0.938
1E,91,72,12.7,809,385,0.625
1E,109,72,12.7,827,385,0.378
1E,146,69,12.7,864,385,0.49
1E,208,77,12.7,926,385,1.157
1E,268,78,12.7,986,385,0.422
1E,271,65,12.7,989,385,0.26
1E,334,80,12.7,1052,385,0.941
1E,486,70,12.7,1204,385,1.135
1E,498,78,12.7,1216,385,0.39
1E,575,74,12.7,1293,385,0.775
1E,652,79,12.7,1370,385,0.45
1E,100,77,12.8,818,385,0.424
1E,124,74,12.8,842,385,0.79
1E,384,65,12.8,1102,385,0.226
1E,426,73,12.8,1144,385,0.46
1E,562,72,12.8,1280,385,0.667
1E,576,72,12.8,1294,385,0.505
3W,124,72,12.9,2428,385,0.462
1E,83,79,12.9,801,385,0.552
1E,92,83,12.9,810,385,0.172
1E,263,72,12.9,981,385,0.462
1E,276,71,12.9,994,385,0.451
1E,296,83,12.9,1014,385,0.861
1E,303,76,12.9,1021,385,0.626
1E,342,73,12.9,1060,385,0.321
1E,344,80,12.9,1062,385,0.335
1E,574,75,12.9,1292,385,0.455
1E,606,76,12.9,1324,385,0.873
1E,613,77,12.9,1331,385,0.293
1E,614,73,12.9,1332,385,0.618
1E,234,72,13,952,385,0.588
1E,278,75,13,996,385,0.749
1E,285,81,13,1003,385,1.091
1E,332,77,13,1050,385,1.037
1E,336,87,13,1054,385,0.564
1E,553,77,13,1271,385,0.39
1E,578,72,13,1296,385,0.963
1E,592,75,13,1310,385,1.125
1E,634,74,13,1352,385,0.527
3W,73,74,13.1,2377,385,0.362
1E,302,78,13.1,1020,385,1.273
1E,312,83,13.1,1030,385,0.91
1E,327,82,13.1,1045,385,0.61
1E,381,72,13.1,1099,385,0.796
1E,544,76,13.1,1262,385,0.339
1E,565,66,13.1,1283,385,0.646
3W,83,66,13.2,2387,385,0.658
3W,156,73,13.2,2460,385,0.128
1E,97,74,13.2,815,385,0.306
1E,117,72,13.2,835,385,1.008
1E,258,70,13.2,976,385,0.539
1E,273,82,13.2,991,385,0.649
1E,275,90,13.2,993,385,0.307
1E,277,74,13.2,995,385,0.847
1E,295,79,13.2,1013,385,0.526
1E,504,74,13.2,1222,385,0.556
1E,556,78,13.2,1274,385,0.338
1E,585,79,13.2,1303,385,0.513
3W,7,76,13.3,2311,385,0.129
1E,72,74,13.3,790,385,0.34
1E,90,74,13.3,808,385,0.58
1E,319,78,13.3,1037,385,0.351
1E,393,82,13.3,1111,385,0.362
1E,512,85,13.3,1230,385,0.804
1E,559,82,13.3,1277,385,0.459
1E,570,70,13.3,1288,385,0.41
1E,73,83,13.4,791,385,0.604
1E,98,75,13.4,816,385,0.548
1E,151,72,13.4,869,385,0.529
1E,204,83,13.4,922,385,0.719
1E,216,78,13.4,934,385,0.861
1E,226,81,13.4,944,385,0.312
1E,266,72,13.4,984,385,0.492
1E,427,79,13.4,1145,385,0.645
1E,473,85,13.4,1191,385,0.464
1E,529,76,13.4,1247,385,0.339
1E,571,82,13.4,1289,385,0.508
1E,635,80,13.4,1353,385,1.104
1E,650,81,13.4,1368,385,0.795
1E,179,75,13.5,897,385,0.432
1E,297,85,13.5,1015,385,0.305
1E,318,76,13.5,1036,385,0.867
1E,479,78,13.5,1197,385,0.861
1E,517,78,13.5,1235,385,0.535
1E,607,76,13.5,1325,385,0.344
3W,141,72,13.6,2445,385,0.37
1E,122,77,13.6,840,385,0.296
1E,215,73,13.6,933,385,0.462
1E,281,82,13.6,999,385,0.625
1E,346,72,13.6,1064,385,0.309
1E,582,85,13.6,1300,385,0.48
1E,627,83,13.6,1345,385,1.724
1E,648,80,13.6,1366,385,0.585
3W,72,72,13.7,2376,385,0.056
1E,110,79,13.7,828,385,0.214
1E,121,78,13.7,839,385,0.284
1E,232,84,13.7,950,385,0.464
1E,326,76,13.7,1044,385,0.744
1E,372,78,13.7,1090,385,0.632
1E,508,80,13.7,1226,385,0.72
1E,587,86,13.7,1305,385,0.704
1E,653,82,13.7,1371,385,0.836
3W,88,74,13.8,2392,385,0.095
3W,180,77,13.8,2484,385,0.162
1E,241,84,13.8,959,385,0.457
1E,255,82,13.8,973,385,0.566
1E,357,78,13.8,1075,385,0.573
1E,646,85,13.8,1364,385,0.569
1E,649,81,13.8,1367,385,0.499
1E,75,78,13.9,793,385,0.626
1E,104,90,13.9,822,385,0.463
1E,199,84,13.9,917,385,0.49
1E,246,78,13.9,964,385,0.476
1E,347,78,13.9,1065,385,0.407
1E,450,78,13.9,1168,385,0.313
1E,557,82,13.9,1275,385,0.281
1E,657,78,13.9,1375,385,0.534
1E,351,82,14,1069,385,0.363
1E,457,92,14,1175,385,0.836
1E,534,85,14,1252,385,0.328
1E,604,78,14,1322,385,0.402
1E,339,72,14.1,1057,385,0.547
1E,388,79,14.1,1106,385,0.394
1E,181,87,14.2,899,385,0.834
1E,193,76,14.2,911,385,0.636
1E,260,85,14.2,978,385,0.597
1E,491,91,14.2,1209,385,0.478
1E,558,81,14.2,1276,385,0.802
1E,626,86,14.2,1344,385,0.213
3W,52,74,14.3,2356,385,0.087
3W,62,72,14.3,2366,385,0.413
3W,76,81,14.3,2380,385,0.088
3W,95,78,14.3,2399,385,0.066
3W,119,77,14.3,2423,385,0.372
1E,577,73,14.3,1295,385,0.524
1E,659,76,14.3,1377,385,0.592
3W,1,69,14.4,2305,385,0.447
1E,329,80,14.4,1047,385,0.727
3W,16,79,14.5,2320,385,0.064
3W,69,78,14.5,2373,385,0.041
3W,105,74,14.5,2409,385,0.188
1E,138,84,14.5,856,385,0.371
3W,55,82,14.6,2359,385,0.134
3W,63,80,14.6,2367,385,0.05
1E,563,84,14.6,1281,385,0.51
3W,54,83,14.7,2358,385,0.06
3W,151,82,14.7,2455,385,0.128
3W,4,82,14.9,2308,385,0.09
3W,89,85,14.9,2393,385,0.075
1E,594,91,14.9,1312,385,0.299
3W,21,79,15,2325,385,0.065
3W,91,79,15,2395,385,0.123
3W,115,77,15,2419,385,0.073
3W,134,75,15.1,2438,385,0.077
3W,17,76,15.2,2321,385,0.054
3W,30,89,15.2,2334,385,0.053
3W,51,82,15.2,2355,385,0.078
3W,101,82,15.2,2405,385,0.082
3W,113,78,15.3,2417,385,0.104
3W,150,81,15.3,2454,385,0.098
3W,193,82,15.3,2497,385,0.137
3W,66,83,15.4,2370,385,0.16
3W,70,77,15.4,2374,385,0.037
3W,108,79,15.4,2412,385,0.063
1E,647,87,15.4,1365,385,0.394
3W,14,85,15.5,2318,385,0.039
3W,58,85,15.5,2362,385,0.051
3W,23,80,15.6,2327,385,0.043
3W,90,82,15.6,2394,385,0.052
3W,57,77,15.7,2361,385,0.044
1E,481,100,15.7,1199,385,0.624
3W,82,83,15.8,2386,385,0.05
3W,209,76,15.8,2513,385,0.051
3W,50,84,15.9,2354,385,0.098
3W,103,85,16.1,2407,385,0.013
3W,131,92,16.1,2435,385,0.123
3W,26,99,16.2,2330,385,0.087
3W,74,86,16.2,2378,385,0.045
3W,152,84,16.2,2456,385,0.048
3W,53,86,16.3,2357,385,0.105
3W,71,81,16.3,2375,385,0.108
3W,143,82,16.3,2447,385,0.057
3W,75,89,16.7,2379,385,0.041
3W,144,88,16.7,2448,385,0.071
3W,181,87,16.8,2485,385,0.075
3W,100,74,16.9,2404,385,0.075
3W,164,83,16.9,2468,385,0.049
3W,195,93,16.9,2499,385,0.039
3W,56,101,17,2360,385,0.047
3W,133,85,17.1,2437,385,0.074
3W,136,89,17.1,2440,385,0.064
3W,8,94,17.2,2312,385,0.04
3W,12,91,17.2,2316,385,0.041
3W,92,92,17.2,2396,385,0.083
3W,132,91,18,2436,385,0.073
1W,123,50,9.5,1504,390,1.993
1W,340,56,9.9,1721,390,1.56
1W,21,50,10.2,1402,390,0.675
1W,129,57,10.5,1510,390,2.016
1W,208,54,10.6,1589,390,2.021
1W,150,64,11.2,1531,390,1.657
1W,202,57,11.3,1583,390,0.299
1W,220,63,11.3,1601,390,1.713
1W,203,60,11.6,1584,390,0.531
1W,354,63,11.6,1735,390,0.27
1W,76,61,12,1457,390,1.04
1W,311,68,12,1692,390,0.478
1W,313,63,12.1,1694,390,0.208
1W,341,63,12.4,1722,390,0.478
1W,412,71,12.4,1793,390,0.372
1W,87,69,12.6,1468,390,0.549
1W,188,66,12.6,1569,390,0.143
1W,191,67,12.6,1572,390,0.31
1W,410,68,12.6,1791,390,0.563
1W,431,69,12.6,1812,390,0.257
1W,432,80,12.6,1813,390,0.411
1W,443,72,12.6,1824,390,0.409
1W,276,67,12.7,1657,390,0.167
1W,304,68,12.7,1685,390,0.106
1W,367,67,12.7,1748,390,0.286
1W,380,65,12.7,1761,390,0.5
1W,79,73,12.8,1460,390,0.436
1W,381,71,12.9,1762,390,0.379
1W,419,69,12.9,1800,390,0.275
1W,74,64,13,1455,390,0.054
1W,366,64,13,1747,390,0.426
1W,420,69,13,1801,390,0.739
1W,55,67,13.1,1436,390,0.494
1W,295,75,13.1,1676,390,0.193
1W,329,71,13.1,1710,390,0.254
1W,400,73,13.1,1781,390,0.263
1W,165,72,13.2,1546,390,0.431
1W,242,61,13.2,1623,390,0.159
1W,78,76,13.3,1459,390,0.359
1W,395,69,13.3,1776,390,0.416
1W,34,71,13.4,1415,390,0.739
1W,69,69,13.4,1450,390,0.17
1W,156,73,13.4,1537,390,0.216
1W,331,72,13.4,1712,390,0.403
1W,418,68,13.4,1799,390,0.351
1W,161,70,13.5,1542,390,0.342
1W,63,75,13.6,1444,390,0.36
1W,292,81,13.6,1673,390,0.331
1W,406,76,13.6,1787,390,0.178
1W,409,66,13.6,1790,390,0.178
1W,440,72,13.6,1821,390,0.247
1W,300,74,13.8,1681,390,0.064
1W,166,77,13.9,1547,390,0.276
1W,169,77,14.1,1550,390,0.505
1W,153,65,14.3,1534,390,0.122
1W,225,79,14.7,1606,390,0.161
1W,81,81,15.1,1462,390,0.181
1W,445,62,11.7,4434,472,0.332
1W,444,65,12.4,4433,472,0.33
2W,315,12,2.5,3680,NA,NA
5E,1,24,3.9,2575,NA,NA
2W,327,21,4.2,3692,NA,NA
2W,382,23,4.5,3747,NA,NA
4W,46,30,4.8,680,NA,NA
4E,37,29,5.2,37,NA,NA
4W,35,29,5.2,669,NA,NA
2W,381,28,5.3,3746,NA,NA
5W,1,30,5.5,350,NA,NA
5W,5,29,5.6,354,NA,NA
5W,4,33,5.7,353,NA,NA
5W,2,35,5.9,351,NA,NA
2W,341,32,6,3706,NA,NA
2W,345,31,6,3710,NA,NA
2W,340,30,6.1,3705,NA,NA
6E,87,31,6.1,2184,NA,NA
4W,36,34,6.1,670,NA,NA
4E,62,33,6.2,62,NA,NA
5W,3,36,6.4,352,NA,NA
1E,54,32,6.5,772,NA,NA
1W,27,34,6.6,1408,NA,NA
5W,6,40,6.7,355,NA,NA
4E,63,36,6.7,63,NA,NA
2W,360,33,6.8,3725,NA,NA
1E,53,38,6.8,771,NA,NA
2W,380,40,6.9,3745,NA,NA
4E,39,38,6.9,39,NA,NA
1E,49,41,6.9,767,NA,NA
2W,322,35,7,3687,NA,NA
4E,43,41,7,43,NA,NA
4E,64,38,7,64,NA,NA
1E,11,37,7,729,NA,NA
1E,42,42,7,760,NA,NA
2W,344,33,7.1,3709,NA,NA
4E,44,40,7.2,44,NA,NA
4E,65,39,7.2,65,NA,NA
1E,51,39,7.2,769,NA,NA
4E,36,37,7.3,36,NA,NA
4W,37,40,7.3,671,NA,NA
3W,31,36,7.3,2335,NA,NA
1W,28,34,7.3,1409,NA,NA
1E,36,46,7.3,754,NA,NA
1E,46,39,7.3,764,NA,NA
2W,379,38,7.4,3744,NA,NA
6W,1,40,7.4,1825,NA,NA
5W,7,45,7.5,356,NA,NA
4W,38,44,7.5,672,NA,NA
4W,52,45,7.5,686,NA,NA
1E,4,39,7.5,722,NA,NA
1E,52,38,7.5,770,NA,NA
1E,24,43,7.6,742,NA,NA
4W,50,45,7.7,684,NA,NA
1E,35,43,7.7,753,NA,NA
1E,39,45,7.7,757,NA,NA
1E,44,46,7.7,762,NA,NA
1E,50,40,7.7,768,NA,NA
2W,317,39,7.8,3682,NA,NA
3E,330,42,7.8,3233,NA,NA
5E,2,42,7.8,2576,NA,NA
4W,48,44,7.8,682,NA,NA
1E,45,45,7.8,763,NA,NA
1E,48,39,7.8,766,NA,NA
2W,313,43,7.9,3678,NA,NA
2W,318,38,7.9,3683,NA,NA
1E,25,49,7.9,743,NA,NA
1E,33,43,7.9,751,NA,NA
1E,38,44,7.9,756,NA,NA
1E,47,41,7.9,765,NA,NA
1E,58,41,7.9,776,NA,NA
1E,62,43,7.9,780,NA,NA
1E,662,47,7.9,1380,NA,NA
2W,359,41,8,3724,NA,NA
4W,25,45,8,659,NA,NA
4W,47,46,8,681,NA,NA
1W,11,42,8,1392,NA,NA
1E,2,44,8,720,NA,NA
1E,63,42,8,781,NA,NA
1E,201,49,8,919,NA,NA
4E,45,47,8.1,45,NA,NA
3W,254,43,8.1,2558,NA,NA
3W,269,42,8.1,2573,NA,NA
1E,41,42,8.1,759,NA,NA
2W,378,40,8.2,3743,NA,NA
4E,41,51,8.2,41,NA,NA
4W,42,51,8.2,676,NA,NA
4W,61,46,8.2,695,NA,NA
3W,33,41,8.2,2337,NA,NA
1W,26,40,8.2,1407,NA,NA
1E,13,47,8.2,731,NA,NA
1E,17,46,8.2,735,NA,NA
2W,358,43,8.3,3723,NA,NA
4E,33,49,8.3,33,NA,NA
4W,51,44,8.3,685,NA,NA
3W,264,42,8.3,2568,NA,NA
1E,31,46,8.3,749,NA,NA
2W,343,41,8.4,3708,NA,NA
3E,2,42,8.4,2905,NA,NA
6W,3,48,8.4,1827,NA,NA
4E,40,46,8.4,40,NA,NA
4W,49,50,8.4,683,NA,NA
3W,34,39,8.4,2338,NA,NA
1E,9,44,8.4,727,NA,NA
1E,20,52,8.4,738,NA,NA
2W,321,48,8.5,3686,NA,NA
2W,326,43,8.5,3691,NA,NA
